 ******************************** Static Profile ********************************
                             Exospheric Temperature

  alt           500K           700K          1000K          1500K          2400K
 (km) mmolms logdsty mmolms logdsty mmolms logdsty mmolms logdsty mmolms logdsty
  300  14.96 -11.825  16.50 -11.167  17.85 -10.667  19.57 -10.272  21.32  -9.986
  310  14.55 -11.977  16.31 -11.283  17.62 -10.759  19.34 -10.343  21.14 -10.037
  320  14.07 -12.126  16.13 -11.398  17.41 -10.849  19.11 -10.411  20.96 -10.088
  330  13.50 -12.273  15.95 -11.511  17.22 -10.936  18.90 -10.479  20.79 -10.137
  340  12.83 -12.418  15.77 -11.622  17.04 -11.022  18.69 -10.544  20.62 -10.184
  350  12.07 -12.560  15.59 -11.732  16.87 -11.106  18.50 -10.609  20.45 -10.231
  360  11.23 -12.699  15.39 -11.840  16.72 -11.189  18.32 -10.672  20.29 -10.277
  370  10.32 -12.835  15.18 -11.947  16.58 -11.271  18.14 -10.733  20.13 -10.322
  380   9.37 -12.968  14.94 -12.053  16.44 -11.351  17.97 -10.794  19.97 -10.366
  390   8.42 -13.096  14.68 -12.158  16.31 -11.430  17.82 -10.854  19.82 -10.409
  400   7.50 -13.218  14.40 -12.262  16.18 -11.508  17.67 -10.913  19.67 -10.452
  410   6.64 -13.335  14.07 -12.364  16.06 -11.585  17.52 -10.971  19.53 -10.494
  420   5.86 -13.446  13.72 -12.465  15.93 -11.662  17.39 -11.028  19.39 -10.535
  430   5.18 -13.550  13.32 -12.565  15.81 -11.737  17.26 -11.084  19.25 -10.576
  440   4.59 -13.646  12.89 -12.664  15.68 -11.812  17.14 -11.139  19.12 -10.616
  450   4.10 -13.734  12.42 -12.762  15.56 -11.886  17.03 -11.194  18.99 -10.656
  460   3.69 -13.815  11.91 -12.858  15.42 -11.959  16.91 -11.248  18.86 -10.695
  470   3.35 -13.888  11.38 -12.952  15.28 -12.032  16.81 -11.301  18.74 -10.733
  480   3.07 -13.954  10.82 -13.045  15.13 -12.104  16.71 -11.354  18.62 -10.771
  490   2.85 -14.013  10.24 -13.135  14.98 -12.176  16.61 -11.406  18.50 -10.809
  500   2.66 -14.067   9.65 -13.224  14.81 -12.247  16.52 -11.458  18.39 -10.846
  510   2.51 -14.115   9.07 -13.310  14.63 -12.317  16.43 -11.509  18.28 -10.883
  520   2.39 -14.159   8.49 -13.393  14.44 -12.387  16.34 -11.560  18.18 -10.920
  530   2.28 -14.199   7.93 -13.474  14.24 -12.456  16.25 -11.610  18.08 -10.956
  540   2.19 -14.236   7.40 -13.552  14.02 -12.524  16.17 -11.660  17.98 -10.991
  550   2.11 -14.271   6.90 -13.627  13.79 -12.592  16.08 -11.709  17.88 -11.026
  560   2.04 -14.303   6.44 -13.699  13.54 -12.660  16.00 -11.758  17.79 -11.061
  570   1.98 -14.333   6.01 -13.767  13.28 -12.726  15.92 -11.806  17.70 -11.096
  580   1.93 -14.362   5.62 -13.832  13.00 -12.792  15.84 -11.854  17.61 -11.130
  590   1.88 -14.389   5.27 -13.893  12.71 -12.858  15.75 -11.902  17.53 -11.164
  600   1.84 -14.416   4.96 -13.951  12.40 -12.922  15.67 -11.950  17.44 -11.198
  610   1.80 -14.441   4.68 -14.006  12.08 -12.986  15.58 -11.997  17.36 -11.231
  620   1.76 -14.466   4.44 -14.057  11.74 -13.049  15.50 -12.043  17.29 -11.264
  630   1.72 -14.490   4.22 -14.105  11.40 -13.111  15.41 -12.090  17.21 -11.296
  640   1.69 -14.513   4.03 -14.150  11.04 -13.173  15.32 -12.136  17.14 -11.329
  650   1.66 -14.535   3.86 -14.192  10.68 -13.233  15.22 -12.182  17.07 -11.361
  660   1.63 -14.557   3.71 -14.232  10.32 -13.292  15.13 -12.227  17.00 -11.393
  670   1.60 -14.578   3.58 -14.269   9.95 -13.351  15.03 -12.272  16.93 -11.424
  680   1.57 -14.599   3.47 -14.305   9.58 -13.408  14.92 -12.317  16.86 -11.456
  690   1.54 -14.620   3.37 -14.338   9.22 -13.464  14.82 -12.362  16.80 -11.487
  700   1.52 -14.640   3.27 -14.370   8.86 -13.519  14.70 -12.406  16.74 -11.518
  710   1.49 -14.659   3.19 -14.400   8.51 -13.572  14.59 -12.450  16.68 -11.548
  720   1.47 -14.678   3.12 -14.429   8.17 -13.625  14.47 -12.494  16.62 -11.579
  730   1.45 -14.697   3.05 -14.456   7.84 -13.676  14.34 -12.538  16.56 -11.609
  740   1.43 -14.715   2.99 -14.483   7.53 -13.725  14.21 -12.581  16.50 -11.639
  750   1.41 -14.733   2.94 -14.508   7.22 -13.774  14.08 -12.624  16.45 -11.669
  760   1.39 -14.750   2.88 -14.533   6.93 -13.820  13.93 -12.667  16.39 -11.698
  770   1.37 -14.767   2.84 -14.557   6.66 -13.865  13.79 -12.709  16.34 -11.728
  780   1.35 -14.784   2.79 -14.580   6.40 -13.909  13.63 -12.751  16.28 -11.757
  790   1.33 -14.800   2.75 -14.603   6.16 -13.951  13.48 -12.793  16.23 -11.786
  800   1.32 -14.816   2.71 -14.626   5.94 -13.992  13.31 -12.834  16.18 -11.815
  810   1.30 -14.832   2.67 -14.647   5.73 -14.031  13.14 -12.876  16.12 -11.843
  820   1.29 -14.847   2.63 -14.669   5.53 -14.069  12.97 -12.917  16.07 -11.872
  830   1.28 -14.862   2.59 -14.690   5.35 -14.105  12.79 -12.957  16.02 -11.900
  840   1.26 -14.877   2.56 -14.710   5.19 -14.140  12.60 -12.997  15.97 -11.928
  850   1.25 -14.891   2.52 -14.731   5.03 -14.173  12.41 -13.037  15.92 -11.956
  860   1.24 -14.905   2.49 -14.751   4.89 -14.206  12.22 -13.077  15.87 -11.984
  870   1.23 -14.919   2.46 -14.771   4.76 -14.236  12.02 -13.116  15.82 -12.012
  880   1.22 -14.933   2.43 -14.790   4.64 -14.266  11.81 -13.155  15.76 -12.039
  890   1.21 -14.946   2.40 -14.809   4.53 -14.295  11.61 -13.194  15.71 -12.066
  900   1.20 -14.959   2.36 -14.828   4.43 -14.322  11.40 -13.232  15.66 -12.094
  910   1.19 -14.972   2.33 -14.847   4.34 -14.348  11.18 -13.270  15.61 -12.121
  920   1.18 -14.984   2.30 -14.866   4.26 -14.374  10.97 -13.307  15.56 -12.148
  930   1.17 -14.996   2.28 -14.884   4.18 -14.398  10.75 -13.344  15.50 -12.174
  940   1.16 -15.008   2.25 -14.902   4.11 -14.422  10.53 -13.380  15.45 -12.201
  950   1.15 -15.020   2.22 -14.920   4.04 -14.444  10.31 -13.417  15.40 -12.228
  960   1.15 -15.032   2.19 -14.938   3.98 -14.466  10.09 -13.452  15.34 -12.254
  970   1.14 -15.043   2.16 -14.955   3.93 -14.488   9.88 -13.488  15.29 -12.280
  980   1.13 -15.055   2.14 -14.973   3.88 -14.508   9.66 -13.522  15.23 -12.306
  990   1.13 -15.066   2.11 -14.990   3.83 -14.529   9.44 -13.557  15.17 -12.332
 1000   1.12 -15.077   2.08 -15.007   3.79 -14.548   9.23 -13.590  15.11 -12.358
 1010   1.12 -15.087   2.06 -15.023   3.75 -14.567   9.01 -13.624  15.06 -12.384
 1020   1.11 -15.098   2.03 -15.040   3.71 -14.586   8.81 -13.657  15.00 -12.410
 1030   1.10 -15.108   2.00 -15.056   3.67 -14.604   8.60 -13.689  14.93 -12.435
 1040   1.10 -15.118   1.98 -15.073   3.64 -14.622   8.40 -13.721  14.87 -12.460
 1050   1.10 -15.129   1.96 -15.089   3.61 -14.639   8.20 -13.752  14.81 -12.486
 1060   1.09 -15.139   1.93 -15.104   3.58 -14.656   8.01 -13.783  14.74 -12.511
 1070   1.09 -15.148   1.91 -15.120   3.55 -14.673   7.82 -13.813  14.68 -12.536
 1080   1.08 -15.158   1.88 -15.136   3.53 -14.689   7.63 -13.843  14.61 -12.561
 1090   1.08 -15.168   1.86 -15.151   3.50 -14.706   7.45 -13.872  14.54 -12.585
 1100   1.08 -15.177   1.84 -15.166   3.48 -14.722   7.28 -13.900  14.47 -12.610
 1110   1.07 -15.186   1.82 -15.181   3.45 -14.737   7.11 -13.928  14.40 -12.635
 1120   1.07 -15.196   1.80 -15.196   3.43 -14.753   6.95 -13.956  14.33 -12.659
 1130   1.07 -15.205   1.78 -15.210   3.41 -14.768   6.80 -13.982  14.25 -12.683
 1140   1.06 -15.214   1.76 -15.224   3.39 -14.783   6.65 -14.009  14.18 -12.707
 1150   1.06 -15.223   1.73 -15.239   3.37 -14.798   6.50 -14.034  14.10 -12.732
 1160   1.06 -15.232   1.72 -15.253   3.35 -14.813   6.36 -14.059  14.02 -12.756
 1170   1.06 -15.240   1.70 -15.267   3.33 -14.828   6.23 -14.084  13.94 -12.779
 1180   1.05 -15.249   1.68 -15.280   3.31 -14.842   6.10 -14.108  13.86 -12.803
 1190   1.05 -15.258   1.66 -15.294   3.30 -14.857   5.98 -14.131  13.77 -12.827
 1200   1.05 -15.266   1.64 -15.307   3.28 -14.871   5.86 -14.154  13.69 -12.850
 1210   1.05 -15.275   1.62 -15.320   3.26 -14.885   5.75 -14.177  13.60 -12.873
 1220   1.05 -15.283   1.61 -15.333   3.24 -14.899   5.65 -14.198  13.51 -12.897
 1230   1.04 -15.291   1.59 -15.346   3.23 -14.913   5.55 -14.220  13.42 -12.920
 1240   1.04 -15.299   1.57 -15.358   3.21 -14.927   5.45 -14.240  13.33 -12.943
 1250   1.04 -15.308   1.56 -15.371   3.19 -14.941   5.36 -14.261  13.24 -12.966
 1260   1.04 -15.316   1.54 -15.383   3.17 -14.955   5.27 -14.280  13.14 -12.989
 1270   1.04 -15.324   1.53 -15.395   3.16 -14.968   5.19 -14.300  13.05 -13.011
 1280   1.04 -15.332   1.51 -15.407   3.14 -14.982   5.11 -14.318  12.95 -13.034
 1290   1.03 -15.340   1.50 -15.419   3.12 -14.995   5.04 -14.337  12.85 -13.056
 1300   1.03 -15.347   1.48 -15.431   3.11 -15.009   4.97 -14.355  12.75 -13.078
 1310   1.03 -15.355   1.47 -15.442   3.09 -15.022   4.90 -14.372  12.65 -13.101
 1320   1.03 -15.363   1.46 -15.453   3.07 -15.035   4.84 -14.389  12.55 -13.123
 1330   1.03 -15.371   1.44 -15.465   3.06 -15.048   4.78 -14.406  12.44 -13.144
 1340   1.03 -15.378   1.43 -15.476   3.04 -15.061   4.72 -14.422  12.34 -13.166
 1350   1.03 -15.386   1.42 -15.486   3.02 -15.074   4.67 -14.438  12.23 -13.188
 1360   1.03 -15.393   1.41 -15.497   3.01 -15.087   4.62 -14.453  12.12 -13.209
 1370   1.03 -15.401   1.39 -15.508   2.99 -15.100   4.57 -14.469  12.01 -13.231
 1380   1.03 -15.408   1.38 -15.518   2.97 -15.113   4.52 -14.483  11.90 -13.252
 1390   1.02 -15.416   1.37 -15.528   2.96 -15.125   4.48 -14.498  11.79 -13.273
 1400   1.02 -15.423   1.36 -15.539   2.94 -15.138   4.44 -14.512  11.68 -13.294
 1410   1.02 -15.431   1.35 -15.548   2.92 -15.150   4.40 -14.526  11.56 -13.315
 1420   1.02 -15.438   1.34 -15.558   2.91 -15.163   4.37 -14.540  11.45 -13.336
 1430   1.02 -15.445   1.33 -15.568   2.89 -15.175   4.33 -14.553  11.34 -13.356
 1440   1.02 -15.452   1.32 -15.578   2.87 -15.188   4.30 -14.566  11.22 -13.377
 1450   1.02 -15.460   1.31 -15.587   2.86 -15.200   4.27 -14.579  11.10 -13.397
 1460   1.02 -15.467   1.30 -15.596   2.84 -15.212   4.24 -14.591  10.99 -13.417
 1470   1.02 -15.474   1.29 -15.606   2.82 -15.224   4.21 -14.604  10.87 -13.437
 1480   1.02 -15.481   1.29 -15.615   2.81 -15.237   4.19 -14.616  10.76 -13.457
 1490   1.02 -15.488   1.28 -15.624   2.79 -15.249   4.16 -14.628  10.64 -13.477
 1500   1.02 -15.495   1.27 -15.632   2.77 -15.261   4.14 -14.640  10.52 -13.497
 1510   1.02 -15.502   1.26 -15.641   2.76 -15.273   4.12 -14.651  10.40 -13.516
 1520   1.02 -15.509   1.25 -15.650   2.74 -15.284   4.09 -14.663  10.29 -13.535
 1530   1.02 -15.516   1.25 -15.658   2.72 -15.296   4.07 -14.674  10.17 -13.555
 1540   1.02 -15.523   1.24 -15.667   2.70 -15.308   4.06 -14.685  10.05 -13.574
 1550   1.02 -15.530   1.23 -15.675   2.69 -15.320   4.04 -14.696   9.94 -13.593
 1560   1.02 -15.537   1.23 -15.683   2.67 -15.331   4.02 -14.706   9.82 -13.611
 1570   1.02 -15.544   1.22 -15.691   2.65 -15.343   4.00 -14.717   9.71 -13.630
 1580   1.01 -15.551   1.21 -15.699   2.64 -15.354   3.99 -14.728   9.59 -13.648
 1590   1.01 -15.557   1.21 -15.707   2.62 -15.366   3.97 -14.738   9.48 -13.666
 1600   1.01 -15.564   1.20 -15.715   2.60 -15.377   3.96 -14.748   9.36 -13.685
 1610   1.01 -15.571   1.20 -15.722   2.59 -15.388   3.95 -14.758   9.25 -13.702
 1620   1.01 -15.578   1.19 -15.730   2.57 -15.399   3.93 -14.768   9.14 -13.720
 1630   1.01 -15.584   1.18 -15.738   2.55 -15.411   3.92 -14.778   9.03 -13.738
 1640   1.01 -15.591   1.18 -15.745   2.54 -15.422   3.91 -14.788   8.92 -13.755
 1650   1.01 -15.598   1.17 -15.752   2.52 -15.433   3.90 -14.798   8.81 -13.773
 1660   1.01 -15.604   1.17 -15.759   2.50 -15.444   3.89 -14.807   8.70 -13.790
 1670   1.01 -15.611   1.16 -15.767   2.49 -15.455   3.87 -14.817   8.59 -13.807
 1680   1.01 -15.617   1.16 -15.774   2.47 -15.466   3.86 -14.826   8.49 -13.823
 1690   1.01 -15.624   1.16 -15.781   2.45 -15.476   3.85 -14.835   8.38 -13.840
 1700   1.01 -15.631   1.15 -15.788   2.44 -15.487   3.85 -14.845   8.28 -13.857
 1710   1.01 -15.637   1.15 -15.794   2.42 -15.498   3.84 -14.854   8.18 -13.873
 1720   1.01 -15.644   1.14 -15.801   2.40 -15.508   3.83 -14.863   8.08 -13.889
 1730   1.01 -15.650   1.14 -15.808   2.39 -15.519   3.82 -14.872   7.98 -13.905
 1740   1.01 -15.657   1.13 -15.814   2.37 -15.529   3.81 -14.881   7.88 -13.921
 1750   1.01 -15.663   1.13 -15.821   2.35 -15.540   3.80 -14.890   7.78 -13.936
 1760   1.01 -15.669   1.13 -15.827   2.34 -15.550   3.79 -14.899   7.69 -13.952
 1770   1.01 -15.676   1.12 -15.834   2.32 -15.560   3.79 -14.908   7.60 -13.967
 1780   1.01 -15.682   1.12 -15.840   2.31 -15.571   3.78 -14.916   7.51 -13.982
 1790   1.01 -15.689   1.12 -15.846   2.29 -15.581   3.77 -14.925   7.42 -13.997
 1800   1.01 -15.695   1.11 -15.853   2.28 -15.591   3.77 -14.934   7.33 -14.012
 1810   1.01 -15.701   1.11 -15.859   2.26 -15.601   3.76 -14.942   7.24 -14.027
 1820   1.01 -15.708   1.11 -15.865   2.24 -15.611   3.75 -14.951   7.16 -14.041
 1830   1.01 -15.714   1.11 -15.871   2.23 -15.621   3.74 -14.959   7.07 -14.055
 1840   1.01 -15.720   1.10 -15.877   2.21 -15.631   3.74 -14.968   6.99 -14.069
 1850   1.01 -15.727   1.10 -15.883   2.20 -15.641   3.73 -14.976   6.91 -14.083
 1860   1.01 -15.733   1.10 -15.889   2.18 -15.650   3.73 -14.985   6.83 -14.097
 1870   1.01 -15.739   1.09 -15.894   2.17 -15.660   3.72 -14.993   6.75 -14.111
 1880   1.01 -15.745   1.09 -15.900   2.15 -15.670   3.71 -15.001   6.68 -14.124
 1890   1.01 -15.751   1.09 -15.906   2.14 -15.679   3.71 -15.009   6.61 -14.137
 1900   1.01 -15.758   1.09 -15.912   2.12 -15.689   3.70 -15.018   6.53 -14.150
 1910   1.01 -15.764   1.08 -15.917   2.11 -15.698   3.70 -15.026   6.46 -14.163
 1920   1.01 -15.770   1.08 -15.923   2.09 -15.707   3.69 -15.034   6.39 -14.176
 1930   1.01 -15.776   1.08 -15.928   2.08 -15.717   3.68 -15.042   6.33 -14.189
 1940   1.01 -15.782   1.08 -15.934   2.07 -15.726   3.68 -15.050   6.26 -14.201
 1950   1.01 -15.788   1.08 -15.939   2.05 -15.735   3.67 -15.058   6.20 -14.213
 1960   1.01 -15.794   1.07 -15.945   2.04 -15.744   3.67 -15.066   6.13 -14.226
 1970   1.01 -15.800   1.07 -15.950   2.02 -15.753   3.66 -15.074   6.07 -14.237
 1980   1.01 -15.806   1.07 -15.955   2.01 -15.762   3.66 -15.082   6.01 -14.249
 1990   1.01 -15.812   1.07 -15.961   2.00 -15.771   3.65 -15.090   5.95 -14.261
 2000   1.01 -15.818   1.07 -15.966   1.98 -15.780   3.65 -15.098   5.90 -14.272
