

 ************************** Static Model - Solar Cycle **************************
                           F10.7 = 100.00 Fbar = 100.00

  Alt MMolMs LogDsty ExTemp LcTemp NMolHe NMolO2 NMolN2 NMolAr NMmolO  NMolH
  290  16.40 -10.985 703.00 688.91 12.771 11.843 13.258  9.146 14.550 11.690
  300  16.25 -11.101 703.00 690.88 12.743 11.625 13.067  8.874 14.440 11.682
  310  16.11 -11.215 703.00 692.54 12.716 11.408 12.877  8.603 14.332 11.674
  320  15.97 -11.327 703.00 693.94 12.688 11.192 12.688  8.334 14.223 11.667
  330  15.84 -11.437 703.00 695.12 12.661 10.978 12.500  8.067 14.116 11.659
  340  15.70 -11.547 703.00 696.12 12.634 10.765 12.314  7.801 14.009 11.652
  350  15.55 -11.655 703.00 696.97 12.607 10.553 12.128  7.536 13.902 11.645
  360  15.39 -11.762 703.00 697.70 12.581 10.341 11.943  7.272 13.797 11.637
  370  15.21 -11.868 703.00 698.32 12.554 10.131 11.758  7.010 13.691 11.630
  380  15.01 -11.972 703.00 698.86 12.528  9.921 11.575  6.748 13.586 11.624
  390  14.79 -12.076 703.00 699.32 12.502  9.713 11.392  6.488 13.482 11.617
  400  14.54 -12.179 703.00 699.72 12.476  9.505 11.210  6.228 13.378 11.610
  410  14.26 -12.281 703.00 700.07 12.449  9.297 11.029  5.970 13.274 11.603
  420  13.94 -12.382 703.00 700.37 12.424  9.091 10.848  5.712 13.171 11.596
  430  13.59 -12.482 703.00 700.64 12.398  8.885 10.668  5.455 13.068 11.590
  440  13.20 -12.580 703.00 700.87 12.372  8.680 10.488  5.199 12.965 11.583
  450  12.77 -12.678 703.00 701.07 12.346  8.476 10.309  4.944 12.863 11.577
  460  12.30 -12.774 703.00 701.25 12.321  8.272 10.131  4.690 12.761 11.570
  470  11.80 -12.868 703.00 701.41 12.295  8.069  9.953  4.436 12.659 11.564
  480  11.26 -12.961 703.00 701.56 12.270  7.867  9.776  4.184 12.558 11.557
  490  10.71 -13.053 703.00 701.68 12.245  7.665  9.599  3.932 12.457 11.551
  500  10.14 -13.142 703.00 701.79 12.220  7.464  9.423  3.681 12.357 11.544
  510   9.56 -13.229 703.00 701.90 12.194  7.263  9.248  3.430 12.256 11.538
  520   8.99 -13.314 703.00 701.99 12.169  7.063  9.073  3.181 12.156 11.532
  530   8.42 -13.396 703.00 702.07 12.145  6.864  8.898  2.932 12.057 11.525
  540   7.88 -13.476 703.00 702.14 12.120  6.665  8.724  2.684 11.957 11.519
  550   7.36 -13.553 703.00 702.21 12.095  6.467  8.551  2.437 11.858 11.513
  560   6.87 -13.627 703.00 702.27 12.070  6.270  8.378  2.190 11.760 11.506
  570   6.42 -13.697 703.00 702.32 12.045  6.073  8.206  1.945 11.661 11.500
  580   6.00 -13.764 703.00 702.37 12.021  5.877  8.034  1.699 11.563 11.494
  590   5.62 -13.828 703.00 702.41 11.996  5.681  7.863  1.455 11.465 11.488
  600   5.28 -13.888 703.00 702.45 11.972  5.486  7.692  1.212 11.367 11.482
  610   4.98 -13.945 703.00 702.49 11.948  5.291  7.521   .969 11.270 11.475
  620   4.71 -13.999 703.00 702.53 11.923  5.097  7.352   .726 11.173 11.469
  630   4.47 -14.049 703.00 702.56 11.899  4.904  7.182   .485 11.076 11.463
  640   4.26 -14.097 703.00 702.59 11.875  4.711  7.013   .244 10.980 11.457
  650   4.07 -14.141 703.00 702.61 11.851  4.519  6.845   .004 10.884 11.451
  660   3.91 -14.183 703.00 702.64 11.827  4.327  6.677  -.235 10.788 11.445
  670   3.76 -14.222 703.00 702.66 11.803  4.136  6.510  -.474 10.692 11.439
  680   3.63 -14.260 703.00 702.68 11.779  3.945  6.343  -.712 10.597 11.433
  690   3.52 -14.294 703.00 702.70 11.755  3.755  6.176  -.949 10.502 11.427
  700   3.42 -14.328 703.00 702.72 11.732  3.565  6.010 -1.186 10.407 11.421
  710   3.33 -14.359 703.00 702.73 11.708  3.376  5.845 -1.422 10.313 11.415
  720   3.25 -14.389 703.00 702.75 11.684  3.188  5.680 -1.657 10.218 11.409
  730   3.18 -14.418 703.00 702.76 11.661  3.000  5.515 -1.892 10.124 11.403
  740   3.11 -14.445 703.00 702.77 11.638  2.813  5.351 -2.126 10.031 11.397
  750   3.05 -14.472 703.00 702.79 11.614  2.626  5.188 -2.359  9.937 11.391
  760   3.00 -14.497 703.00 702.80 11.591  2.439  5.025 -2.592  9.844 11.385
  770   2.95 -14.522 703.00 702.81 11.568  2.254  4.862 -2.824  9.751 11.380
  780   2.90 -14.546 703.00 702.82 11.544  2.068  4.700 -3.055  9.659 11.374
  790   2.85 -14.569 703.00 702.83 11.521  1.883  4.538 -3.286  9.566 11.368
  800   2.81 -14.592 703.00 702.84 11.498  1.699  4.377 -3.516  9.474 11.362
  810   2.77 -14.614 703.00 702.84 11.475  1.515  4.216 -3.745  9.382 11.356
  820   2.73 -14.636 703.00 702.85 11.452  1.332  4.055 -3.974  9.291 11.351
  830   2.69 -14.658 703.00 702.86 11.429  1.150  3.895 -4.202  9.199 11.345
  840   2.66 -14.679 703.00 702.87 11.407   .967  3.736 -4.429  9.108 11.339
  850   2.62 -14.700 703.00 702.87 11.384   .786  3.577 -4.656  9.017 11.333
  860   2.59 -14.720 703.00 702.88 11.361   .604  3.418 -4.882  8.927 11.328
  870   2.56 -14.740 703.00 702.88 11.339   .424  3.260 -5.108  8.836 11.322
  880   2.52 -14.760 703.00 702.89 11.316   .244  3.102 -5.333  8.746 11.316
  890   2.49 -14.780 703.00 702.89 11.294   .064  2.945 -5.557  8.656 11.311
  900   2.46 -14.799 703.00 702.90 11.271  -.115  2.788 -5.781  8.567 11.305
  910   2.43 -14.818 703.00 702.90 11.249  -.294  2.632 -6.004  8.477 11.299
  920   2.40 -14.837 703.00 702.91 11.227  -.472  2.476 -6.227  8.388 11.294
  930   2.37 -14.856 703.00 702.91 11.204  -.650  2.320 -6.448  8.299 11.288
  940   2.34 -14.874 703.00 702.91 11.182  -.827  2.165 -6.670  8.211 11.282
  950   2.31 -14.892 703.00 702.92 11.160 -1.004  2.010 -6.890  8.122 11.277
  960   2.28 -14.911 703.00 702.92 11.138 -1.180  1.856 -7.110  8.034 11.271
  970   2.25 -14.928 703.00 702.92 11.116 -1.356  1.702 -7.330  7.946 11.266
  980   2.23 -14.946 703.00 702.93 11.094 -1.531  1.549 -7.549  7.859 11.260
  990   2.20 -14.964 703.00 702.93 11.072 -1.706  1.396 -7.767  7.771 11.255
 1000   2.17 -14.981 703.00 702.93 11.050 -1.880  1.243 -7.984  7.684 11.249
 1010   2.14 -14.998 703.00 702.94 11.029 -2.054  1.091 -8.202  7.597 11.244
 1020   2.12 -15.015 703.00 702.94 11.007 -2.228   .939 -8.418  7.511 11.238
 1030   2.09 -15.032 703.00 702.94 10.985 -2.400   .788 -8.634  7.424 11.233
 1040   2.07 -15.048 703.00 702.94 10.964 -2.573   .637 -8.849  7.338 11.227
 1050   2.04 -15.065 703.00 702.95 10.942 -2.745   .486 -9.064  7.252 11.222
 1060   2.01 -15.081 703.00 702.95 10.921 -2.916   .336 -9.278  7.166 11.217
 1070   1.99 -15.097 703.00 702.95 10.899 -3.088   .186 -9.492  7.081 11.211
 1080   1.97 -15.113 703.00 702.95 10.878 -3.258   .037 -9.705  6.995 11.206
 1090   1.94 -15.129 703.00 702.95 10.857 -3.428  -.112 -9.917  6.910 11.201
 1100   1.92 -15.144 703.00 702.95 10.836 -3.598  -.261-10.129  6.825 11.195
 1110   1.90 -15.159 703.00 702.96 10.814 -3.767  -.409-10.340  6.741 11.190
 1120   1.87 -15.175 703.00 702.96 10.793 -3.936  -.557-10.551  6.656 11.185
 1130   1.85 -15.190 703.00 702.96 10.772 -4.104  -.704-10.761  6.572 11.179
 1140   1.83 -15.204 703.00 702.96 10.751 -4.272  -.851-10.971  6.488 11.174
 1150   1.81 -15.219 703.00 702.96 10.730 -4.440  -.998-11.180  6.405 11.169
 1160   1.79 -15.233 703.00 702.96 10.709 -4.607 -1.144-11.388  6.321 11.163
 1170   1.77 -15.248 703.00 702.96 10.689 -4.773 -1.290-11.596  6.238 11.158
 1180   1.75 -15.262 703.00 702.97 10.668 -4.939 -1.435-11.803  6.155 11.153
 1190   1.73 -15.276 703.00 702.97 10.647 -5.105 -1.580-12.010  6.072 11.148
 1200   1.71 -15.289 703.00 702.97 10.626 -5.270 -1.725-12.216  5.989 11.143
 1210   1.69 -15.303 703.00 702.97 10.606 -5.435 -1.869-12.422  5.907 11.137
 1220   1.67 -15.316 703.00 702.97 10.585 -5.599 -2.013-12.627  5.825 11.132
 1230   1.65 -15.330 703.00 702.97 10.565 -5.763 -2.156-12.832  5.743 11.127
 1240   1.63 -15.343 703.00 702.97 10.544 -5.927 -2.299-13.036  5.661 11.122
 1250   1.62 -15.356 703.00 702.97 10.524 -6.090 -2.442-13.239  5.580 11.117
 1260   1.60 -15.368 703.00 702.97 10.504 -6.252 -2.584-13.443  5.498 11.112
 1270   1.58 -15.381 703.00 702.97 10.483 -6.414 -2.726-13.645  5.417 11.106
 1280   1.57 -15.393 703.00 702.97 10.463 -6.576 -2.868-13.847  5.336 11.101
 1290   1.55 -15.405 703.00 702.98 10.443 -6.738 -3.009-14.048  5.256 11.096
 1300   1.54 -15.417 703.00 702.98 10.423 -6.898 -3.150-14.249  5.175 11.091
 1310   1.52 -15.429 703.00 702.98 10.403 -7.059 -3.291-14.450  5.095 11.086
 1320   1.51 -15.441 703.00 702.98 10.383 -7.219 -3.431-14.650  5.015 11.081
 1330   1.49 -15.453 703.00 702.98 10.363 -7.379 -3.571-14.849  4.935 11.076
 1340   1.48 -15.464 703.00 702.98 10.343 -7.538 -3.710-15.048  4.855 11.071
 1350   1.47 -15.475 703.00 702.98 10.323 -7.697 -3.849-15.246  4.776 11.066
 1360   1.45 -15.487 703.00 702.98 10.303 -7.855 -3.988-15.444  4.697 11.061
 1370   1.44 -15.497 703.00 702.98 10.283 -8.013 -4.126-15.641  4.618 11.056
 1380   1.43 -15.508 703.00 702.98 10.264 -8.171 -4.264-15.838  4.539 11.051
 1390   1.42 -15.519 703.00 702.98 10.244 -8.328 -4.402-16.034  4.460 11.046
 1400   1.40 -15.530 703.00 702.98 10.224 -8.485 -4.539-16.230  4.382 11.041
 1410   1.39 -15.540 703.00 702.98 10.205 -8.641 -4.676-16.425  4.304 11.036
 1420   1.38 -15.550 703.00 702.98 10.185 -8.797 -4.813-16.620  4.226 11.031
 1430   1.37 -15.560 703.00 702.98 10.166 -8.953 -4.949-16.814  4.148 11.026
 1440   1.36 -15.570 703.00 702.98 10.146 -9.108 -5.085-17.008  4.070 11.022
 1450   1.35 -15.580 703.00 702.98 10.127 -9.263 -5.220-17.201  3.993 11.017
 1460   1.34 -15.590 703.00 702.98 10.108 -9.417 -5.355-17.394  3.916 11.012
 1470   1.33 -15.599 703.00 702.99 10.088 -9.571 -5.490-17.586  3.839 11.007
 1480   1.32 -15.609 703.00 702.99 10.069 -9.725 -5.625-17.778  3.762 11.002
 1490   1.31 -15.618 703.00 702.99 10.050 -9.878 -5.759-17.969  3.685 10.997
 1500   1.30 -15.627 703.00 702.99 10.031-10.031 -5.893-18.160  3.609 10.993
 1510   1.29 -15.636 703.00 702.99 10.012-10.183 -6.026-18.350  3.533 10.988
 1520   1.29 -15.645 703.00 702.99  9.993-10.335 -6.159-18.540  3.457 10.983
 1530   1.28 -15.654 703.00 702.99  9.974-10.487 -6.292-18.729  3.381 10.978
 1540   1.27 -15.663 703.00 702.99  9.955-10.638 -6.424-18.918  3.305 10.973
 1550   1.26 -15.671 703.00 702.99  9.936-10.789 -6.556-19.107  3.230 10.969
 1560   1.25 -15.680 703.00 702.99  9.917-10.940 -6.688-19.295  3.154 10.964
 1570   1.25 -15.688 703.00 702.99  9.898-11.090 -6.820-19.482  3.079 10.959
 1580   1.24 -15.697 703.00 702.99  9.880-11.240 -6.951-19.669  3.005 10.954
 1590   1.23 -15.705 703.00 702.99  9.861-11.389 -7.082-19.855  2.930 10.950
 1600   1.23 -15.713 703.00 702.99  9.842-11.538 -7.212-20.041  2.855 10.945
 1610   1.22 -15.721 703.00 702.99  9.824-11.687 -7.342-20.227  2.781 10.940
 1620   1.21 -15.729 703.00 702.99  9.805-11.835 -7.472-20.412  2.707 10.936
 1630   1.21 -15.736 703.00 702.99  9.787-11.983 -7.601-20.597  2.633 10.931
 1640   1.20 -15.744 703.00 702.99  9.768-12.130 -7.730-20.781  2.559 10.926
 1650   1.20 -15.752 703.00 702.99  9.750-12.278 -7.859-20.965  2.486 10.922
 1660   1.19 -15.759 703.00 702.99  9.732-12.424 -7.988-21.148  2.412 10.917
 1670   1.19 -15.767 703.00 702.99  9.713-12.571 -8.116-21.331  2.339 10.913
 1680   1.18 -15.774 703.00 702.99  9.695-12.717 -8.244-21.513  2.266 10.908
 1690   1.18 -15.781 703.00 702.99  9.677-12.862 -8.371-21.695  2.193 10.903
 1700   1.17 -15.788 703.00 702.99  9.659-13.008 -8.499-21.876  2.120 10.899
 1710   1.17 -15.795 703.00 702.99  9.640-13.153 -8.626-22.057  2.048 10.894
 1720   1.16 -15.802 703.00 702.99  9.622-13.297 -8.752-22.238  1.976 10.890
 1730   1.16 -15.809 703.00 702.99  9.604-13.442 -8.878-22.418  1.904 10.885
 1740   1.15 -15.816 703.00 702.99  9.586-13.586 -9.004-22.598  1.832 10.881
 1750   1.15 -15.823 703.00 702.99  9.568-13.729 -9.130-22.777  1.760 10.876
 1760   1.14 -15.829 703.00 702.99  9.550-13.872 -9.255-22.955  1.688 10.872
 1770   1.14 -15.836 703.00 702.99  9.533-14.015 -9.380-23.134  1.617 10.867
 1780   1.14 -15.843 703.00 702.99  9.515-14.158 -9.505-23.312  1.546 10.863
 1790   1.13 -15.849 703.00 702.99  9.497-14.300 -9.630-23.489  1.474 10.858
 1800   1.13 -15.855 703.00 702.99  9.479-14.441 -9.754-23.666  1.404 10.854
 1810   1.13 -15.862 703.00 702.99  9.462-14.583 -9.878-23.843  1.333 10.849
 1820   1.12 -15.868 703.00 702.99  9.444-14.724-10.001-24.019  1.262 10.845
 1830   1.12 -15.874 703.00 702.99  9.426-14.865-10.124-24.195  1.192 10.840
 1840   1.12 -15.880 703.00 702.99  9.409-15.005-10.247-24.370  1.122 10.836
 1850   1.11 -15.886 703.00 702.99  9.391-15.145-10.370-24.545  1.052 10.831
 1860   1.11 -15.892 703.00 702.99  9.374-15.285-10.492-24.719   .982 10.827
 1870   1.11 -15.898 703.00 702.99  9.356-15.424-10.614-24.893   .912 10.823
 1880   1.10 -15.904 703.00 702.99  9.339-15.563-10.736-25.067   .843 10.818
 1890   1.10 -15.910 703.00 702.99  9.322-15.702-10.857-25.240   .773 10.814
 1900   1.10 -15.916 703.00 702.99  9.304-15.840-10.978-25.413   .704 10.810
 1910   1.10 -15.922 703.00 702.99  9.287-15.978-11.099-25.585   .635 10.805
 1920   1.09 -15.927 703.00 702.99  9.270-16.116-11.220-25.757   .566 10.801
 1930   1.09 -15.933 703.00 702.99  9.253-16.254-11.340-25.928   .498 10.797
 1940   1.09 -15.939 703.00 702.99  9.235-16.391-11.460-26.099   .429 10.792
 1950   1.09 -15.944 703.00 702.99  9.218-16.527-11.580-26.270   .361 10.788
 1960   1.08 -15.950 703.00 702.99  9.201-16.664-11.699-26.440   .293 10.784
 1970   1.08 -15.955 703.00 703.00  9.184-16.800-11.818-26.610   .224 10.779
 1980   1.08 -15.961 703.00 703.00  9.167-16.935-11.937-26.780   .157 10.775
 1990   1.08 -15.966 703.00 703.00  9.150-17.071-12.056-26.949   .089 10.771
 2000   1.08 -15.971 703.00 703.00  9.133-17.206-12.174-27.117   .021 10.767
